doi,title,journal,authors,date,source,pmid,pmc,genbank,pdb,accession,protein,nucleotide,geninfo,refseq
10.1101/2021.10.03.21264320,Humoral immune responses to COVID-19 vaccination in people living with HIV receiving suppressive antiretroviral therapy.,medRxiv : the preprint server for health sciences,"['Brumme, Z.L.', 'Mwimanzi, F.', 'Lapointe, H.R.', 'Cheung, P.', 'Sang, Y.', 'Duncan, M.C.', 'Yaseen, F.', 'Agafitei, O.', 'Ennis, S.', 'Ng, K.', 'Basra, S.', 'Lim, L.Y.', 'Kalikawe, R.', 'Speckmaier, S.', 'Moran-Garcia, N.', 'Young, L.', 'Ali, H.', 'Ganase, B.', 'Umviligihozo, G.', 'Omondi, F.H.', 'Atkinson, K.', 'Sudderuddin, H.', 'Toy, J.', 'Sereda, P.', 'Burns, L.', 'Costiniuk, C.T.', 'Cooper, C.', 'Anis, A.H.', 'Leung, V.', 'Holmes, D.', 'Marco, M.L.D.', 'Simons, J.', 'Hedgcock, M.', 'Romney, M.G.', 'Barrios, R.', 'Guillemi, S.', 'Brumme, C.J.', 'Pantophlet, R.', 'Montaner, J.S.G.', 'Niikura, M.', 'Harris, M.', 'Hull, M.', 'Brockman, M.A.']",2021-10-22,pubmed,34671779,8528088,False,True,False,True,True,False,False
10.1172/jci.insight.151518,Pharmacokinetics of high-titer anti-SARS-CoV-2 human convalescent plasma in high-risk children.,JCI insight,"['Gordon, O.', 'Brosnan, M.K.', 'Yoon, S.', 'Jung, D.', 'Littlefield, K.', 'Ganesan, A.', 'Caputo, C.A.', 'Li, M.', 'Morgenlander, W.R.', 'Henson, S.N.', 'Ordonez, A.A.', 'Jesus, P.D.', 'Tucker, E.W.', 'Akindele, N.P.', 'Ma, Z.', 'Wilson, J.', 'Ruiz-Bedoya, C.A.', 'Younger, M.E.M.', 'Bloch, E.M.', 'Shoham, S.', 'Sullivan, D.', 'Tobian, A.A.', 'Cooke, K.R.', 'Larman, B.', 'Gobburu, J.V.', 'Casadevall, A.', 'Pekosz, A.', 'Lederman, H.M.', 'Klein, S.L.', 'Jain, S.K.']",2021-12-03,pubmed,34855624,8855821,False,True,False,True,True,False,False
10.1093/cid/ciab555,Humoral and Cellular Immune Responses Against Severe Acute Respiratory Syndrome Coronavirus 2 Variants and Human Coronaviruses After Single BNT162b2 Vaccination.,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,"['Stankov, M.V.', 'Cossmann, A.', 'Bonifacius, A.', 'Dopfer-Jablonka, A.', 'Ramos, G.M.', 'G, N.', 'Scharff, A.Z.', 'Happle, C.', 'Boeck, A.', 'Tran, A.T.', 'Pink, I.', 'Hoeper, M.M.', 'Blasczyk, R.', 'Winkler, M.S.', 'Nehlmeier, I.', 'Kempf, A.', 'Hofmann-Winkler, H.', 'Hoffmann, M.', 'Eiz-Vesper, B.', 'P, S.', 'Behrens, G.M.N.']",2021-06-17,pubmed,34134134,8384414,False,True,False,True,True,False,False
10.3390/ijms22169087,Small Structural Proteins E and M Render the SARS-CoV-2 Pseudovirus More Infectious and Reveal the Phenotype of Natural Viral Variants.,International journal of molecular sciences,"['Hsin-IWang, ', 'Chuang, Z.', 'Kao, Y.', 'Lin, Y.', 'Liang, J.', 'Liao, C.', 'Liao, C.', 'Lai, M.M.C.', 'Yu, C.']",2021-08-28,pubmed,34445789,8396568,True,True,False,True,True,False,True
10.1093/abt/tbaa013,Human neutralizing antibodies to SARS-CoV-2: views and perspectives from Professor Linqi Zhang at Tsinghua University.,Antibody therapeutics,"['Li, Y.']",2021-04-30,pubmed,33912792,7314264,False,True,False,True,True,False,False
10.1016/j.vetimm.2019.109939,Detection of MERS-CoV antigen on formalin-fixed paraffin-embedded nasal tissue of alpacas by immunohistochemistry using human monoclonal antibodies directed against different epitopes of the spike protein.,Veterinary immunology and immunopathology,"['Haverkamp, A.', 'Bosch, B.J.', 'Spitzbarth, I.', 'Lehmbecker, A.', 'Te, N.', 'Bensaid, A.', 'Segal, J.', 'Baumg, W.']",2019-09-19,pubmed,31526954,7112921,False,True,False,True,True,False,False
10.1016/j.vaccine.2005.08.055,A double-inactivated whole virus candidate SARS coronavirus vaccine stimulates neutralising and protective antibody responses.,Vaccine,"['Spruth, M.', 'Kistner, O.', 'Savidis-Dacho, H.', 'Hitter, E.', 'Crowe, B.', 'Gerencer, M.', 'Br, P.', 'Grillberger, L.', 'Reiter, M.', 'Tauer, C.', 'Mundt, W.', 'Barrett, P.N.']",2005-10-11,pubmed,16214268,7115667,True,True,True,True,True,False,False
10.1101/2022.02.01.22270279,"Rapid, high throughput, automated detection of SARS-CoV-2 neutralizing antibodies against native-like vaccine and delta variant spike trimers.",medRxiv : the preprint server for health sciences,"['Cheedarla, N.', 'Verkerke, H.P.', 'Potlapalli, S.', 'McLendon, K.B.', 'Patel, A.', 'Frank, F.', 'Damhorst, G.L.', 'Wu, H.', 'Sick, W.H.O.', 'Graciaa, D.', 'Hudaib, F.', 'Alter, D.N.', 'Bryksin, J.', 'Ortlund, E.A.', 'Guarner, J.', 'Auld, S.', 'Shah, S.', 'Lam, W.', 'Mattoon, D.', 'Johnson, J.M.', 'Wilson, D.H.', 'Dhodapkar, M.V.', 'Stowell, S.R.', 'Neish, A.S.', 'Roback, J.D.']",2022-02-09,pubmed,35132426,8820678,True,True,False,True,True,False,False
10.1371/journal.pone.0262868,Development of a quantitative COVID-19 multiplex assay and its use for serological surveillance in a low SARS-CoV-2 incidence community.,PloS one,"['Guarino, C.', 'Larson, E.', 'Babasyan, S.', 'Rollins, A.', 'Joshi, L.R.', 'Laverack, M.', 'Parrilla, L.', 'Plocharczyk, E.', 'Diel, D.G.', 'Wagner, B.']",2022-01-22,pubmed,35061843,8782306,True,True,True,True,True,False,False
10.1016/S0140-6736(21)02753-7,"Final efficacy analysis, interim safety analysis, and immunogenicity of a single dose of recombinant novel coronavirus vaccine (adenovirus type 5 vector) in adults 18 years and older: an international, multicentre, randomised, double-blinded, placebo-controlled phase 3 trial.","Lancet (London, England)","['Halperin, S.A.', 'Ye, L.', 'Kinnon-Cameron, D.M.', 'Smith, B.', 'Cahn, P.E.', 'Ruiz-Palacios, G.M.', 'Ikram, A.', 'Lanas, F.', 'Guerrero, M.L.', 'Navarro, S.R.M.', 'Sued, O.', 'Lioznov, D.A.', 'Dzutseva, V.', 'Parveen, G.', 'Zhu, F.', 'Leppan, L.', 'Langley, J.M.', 'Barreto, L.', 'Gou, J.', 'Zhu, T.', 'None, N.']",2021-12-27,pubmed,34953526,8700283,False,True,False,True,True,False,False
10.3389/fimmu.2021.740249,ImmunosuppressiveTherapies Differently Modulate Humoral- and T-Cell-Specific Responses to COVID-19 mRNA Vaccine in Rheumatoid Arthritis Patients.,Frontiers in immunology,"['Picchianti-Diamanti, A.', 'Aiello, A.', 'Lagan, B.', 'Agrati, C.', 'Castilletti, C.', 'Meschi, S.', 'Farroni, C.', 'Lapa, D.', 'Fard, S.N.', 'Cuzzi, G.', 'Cimini, E.', 'Grassi, G.', 'Vanini, V.', 'Rosa, R.D.', 'Salemi, S.', 'Nalli, G.', 'Salmi, A.', 'Repele, F.', 'Altera, A.M.G.', 'Maffongelli, G.', 'Palazzolo, C.', 'Vita, S.', 'Leone, S.', 'Puro, V.', 'Capobianchi, M.R.', 'Ippolito, G.', 'Nicastri, E.', 'Goletti, D.']",2021-10-02,pubmed,34594343,8477040,False,True,False,True,True,False,False
10.1016/j.jmb.2021.166983,"Structure-based Design of a Specific, Homogeneous Luminescence Enzyme Reporter Assay for SARS-CoV-2.",Journal of molecular biology,"['Fellouse, F.A.', 'Miersch, S.', 'Chen, C.', 'Michnick, S.W.']",2021-04-12,pubmed,33839165,8028696,False,True,False,True,True,False,False
10.1126/science.abi4506,Chimeric spike mRNA vaccines protect against Sarbecovirus challenge in mice.,"Science (New York, N.Y.)","['Martinez, D.R.', 'Sch, A.', 'Leist, S.R.', 'Cruz, G.D.', 'West, A.', 'Atochina-Vasserman, E.N.', 'Lindesmith, L.C.', 'Pardi, N.', 'Parks, R.', 'Barr, M.', 'Li, D.', 'Yount, B.', 'Saunders, K.O.', 'Weissman, D.', 'Haynes, B.F.', 'Montgomery, S.A.', 'Baric, R.S.']",2021-07-03,pubmed,34214046,8899822,False,True,False,True,True,False,False
10.1016/j.ebiom.2021.103729,A point-of-care lateral flow assay for neutralising antibodies against SARS-CoV-2.,EBioMedicine,"['Fulford, T.S.', 'Van, H.', 'Gherardin, N.A.', 'Zheng, S.', 'Ciula, M.', 'Drummer, H.E.', 'Redmond, S.', 'Tan, H.', 'Boo, I.', 'Center, R.J.', 'Li, F.', 'Grimley, S.L.', 'Wines, B.D.', 'Nguyen, T.H.O.', 'Mordant, F.L.', 'Ellenberg, P.', 'Rowntree, L.C.', 'Kedzierski, L.', 'Cheng, A.C.', 'Doolan, D.L.', 'Matthews, G.', 'Bond, K.', 'Hogarth, P.M.', 'McQuilten, Z.', 'Subbarao, K.', 'Kedzierska, K.', 'Juno, J.A.', 'Wheatley, A.K.', 'Kent, S.J.', 'Williamson, D.A.', 'Purcell, D.F.J.', 'Anderson, D.A.', 'Godfrey, D.I.']",2021-12-07,pubmed,34871960,8641961,False,True,True,True,True,False,False
10.1136/jclinpath-2020-207356,Kinetics of SARS-CoV-2 antibody responses pre-COVID-19 and post-COVID-19 convalescent plasma transfusion in patients with severe respiratory failure: an observational case-control study.,Journal of clinical pathology,"['Klein, M.N.', 'Wang, E.W.', 'Zimand, P.', 'Beauchamp, H.', 'Donis, C.', 'Ward, M.D.', 'Martinez-Hernandez, A.', 'Tabatabai, A.', 'Baddley, J.W.', 'Bloch, E.M.', 'Mullins, K.E.', 'Fontaine, M.J.']",2021-04-25,pubmed,33893156,8072701,False,True,False,True,True,False,False
10.1101/2021.11.02.21265750,Anti-membrane and anti-spike antibodies are long-lasting and together discriminate between past COVID-19 infection and vaccination.,medRxiv : the preprint server for health sciences,"['Amjadi, M.F.', 'Adyniec, R.R.', 'Gupta, S.', 'Bashar, S.J.', 'Mergaert, A.M.', 'Braun, K.M.', 'Moreno, G.K.', 'Connor, D.H.O.', 'Friedrich, T.C.', 'Safdar, N.', 'McCoy, S.S.', 'Shelef, M.A.']",2021-11-19,pubmed,34790984,8597887,False,True,False,True,True,False,False
10.1101/2020.11.15.382044,Trimeric SARS-CoV-2 Spike proteins produced from CHO-cells in bioreactors are high-quality antigens,bioRxiv : the preprint server for biology,"['Pino, P.', 'Kint, J.', 'Kiseljak, D.', 'Agnolon, V.', 'Corradin, G.', 'KAJAVA, A.V.', 'Rovero, P.', 'Dijkman, R.', 'Hartog, G.d.', 'McLellan, J.S.', 'Byrne, P.', 'Wurm, M.J.', 'Wurm, F.M.']",2020-11-16,biorxiv,,,False,False,False,True,False,False,False
10.1016/j.nrl.2020.07.007,Standard headache and neuralgia treatments and SARS-CoV-2: opinion of the Spanish Society of Neurology's Headache Study Group.,"Neurologia (Barcelona, Spain)","['Moroll, N.', 'Belv, R.', 'Dios, A.D.', 'Pag, N.', 'Oria, C.G.', 'Latorre, G.', 'Santos-Lasaosa, S.']",2020-09-09,pubmed,32896463,7386293,False,True,False,True,True,False,False
10.1101/2021.05.21.445201,Evidence for Deleterious Antigenic Imprinting in SARS-CoV-2 Immune Response.,bioRxiv : the preprint server for biology,"['Sen, S.R.', 'Sanders, E.C.', 'Santos, A.M.', 'Bhuvan, K.', 'Tang, D.Y.', 'Gelston, A.A.', 'Miller, B.M.', 'Ricks-Oddie, J.L.', 'Weiss, G.A.']",2021-06-16,pubmed,34127968,8202420,True,True,True,True,True,False,False
10.1016/j.immuni.2020.07.026,Acute SARS-CoV-2 Infection Impairs Dendritic Cell and T Cell Responses.,Immunity,"['Zhou, R.', 'To, K.K.', 'Wong, Y.', 'Liu, L.', 'Zhou, B.', 'Li, X.', 'Huang, H.', 'Mo, Y.', 'Luk, T.', 'Lau, T.T.', 'Yeung, P.', 'Chan, W.', 'Wu, A.K.', 'Lung, K.', 'Tsang, O.T.', 'Leung, W.', 'Hung, I.F.', 'Yuen, K.', 'Chen, Z.']",2020-08-14,pubmed,32791036,7402670,False,True,False,True,True,False,False
10.1016/S0140-6736(20)31208-3,"Safety, tolerability, and immunogenicity of a recombinant adenovirus type-5 vectored COVID-19 vaccine: a dose-escalation, open-label, non-randomised, first-in-human trial.","Lancet (London, England)","['Zhu, F.', 'Li, Y.', 'Guan, X.', 'Hou, L.', 'Wang, W.', 'Li, J.', 'Wu, S.', 'Wang, B.', 'Wang, Z.', 'Wang, L.', 'Jia, S.', 'Jiang, H.', 'Wang, L.', 'Jiang, T.', 'Hu, Y.', 'Gou, J.', 'Xu, S.', 'Xu, J.', 'Wang, X.', 'Wang, W.', 'Chen, W.']",2020-05-26,pubmed,32450106,7255193,True,True,True,True,True,False,False
10.1038/s42003-021-02852-1,Deep dissection of the antiviral immune profile of patients with COVID-19.,Communications biology,"['Atanackovic, D.', 'Avila, S.V.', 'Lutfi, F.', 'Miguel-Perez, D.', 'Fan, X.', 'Sanchez-Petitto, G.', 'Mause, E.V.', 'Siglin, J.', 'Baddley, J.', 'Mannuel, H.D.', 'Alkhaldi, H.', 'Hankey, K.G.', 'Lapidus, R.', 'Kleinberg, M.', 'Rabin, J.', 'Shanholtz, C.', 'Rolfo, C.', 'Rapoport, A.P.', 'Dahiya, S.', 'Luetkens, T.']",2021-12-18,pubmed,34916602,8677724,False,True,False,True,True,False,False
10.21203/rs.3.rs-1211792/v1,The SARS-CoV-2 B.1.1.529 Omicron virus causes attenuated infection and disease in mice and hamsters.,Research square,"['Diamond, M.', 'Halfmann, P.', 'Maemura, T.', 'Iwatsuki-Horimoto, K.', 'Iida, S.', 'Kiso, M.', 'Scheaffer, S.', 'Darling, T.', 'Joshi, A.', 'Loeber, S.', 'Foster, S.', 'Ying, B.', 'Whitener, B.', 'Floyd, K.', 'Ujie, M.', 'Nakajima, N.', 'Ito, M.', 'Wright, R.', 'Uraki, R.', 'Li, R.', 'Sakai, Y.', 'Liu, Y.', 'Larson, D.', 'Osorio, J.', 'Hernandez-Ortiz, J.', 'Karl, ', 'Florek, K.', 'Patel, M.', 'Bateman, A.', 'Odle, A.', 'Wong, L.', 'Wang, Z.', 'Edara, V.V.', 'Chong, Z.', 'Thackray, L.', 'Ueki, H.', 'Yamayoshi, S.', 'Imai, M.', 'Perlman, S.', 'Webby, R.', 'Seder, R.', 'Suthar, M.', 'Garcia-Sastre, A.', 'Schotsaert, M.', 'Suzuki, T.', 'Boon, A.', 'Kawaoka, Y.', 'Douek, D.', 'Moliva, J.', 'Sullivan, N.', 'Gagne, M.', 'Ransier, A.', 'Case, J.', 'Jeevan, T.', 'Franks, J.', 'Fabrizio, T.', 'Beauchamp, J.D.', 'Kercher, L.', 'Seiler, P.', 'Singh, G.', 'Warang, P.', 'Gonzalez-Reiche, A.S.', 'Sordillo, E.', 'Bakel, H.', 'Simon, V.']",2022-01-05,pubmed,34981044,8722607,False,True,True,True,True,False,False
10.13345/j.cjb.200582,[Immunogenicity of engineered Lactobacillus plantarum expressing porcine epidemic diarrhea virus S1 gene].,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,"['Nie, M.', 'Yue, J.', 'Deng, Y.', 'Yang, S.', 'Zhu, L.', 'Xu, Z.']",2021-09-03,pubmed,34472295,,False,False,False,True,False,False,False
10.1080/13543784.2022.2030310,Monoclonal antibody therapies in the management of SARS-CoV-2 infection.,Expert opinion on investigational drugs,"['Miguez-Rey, E.', 'Choi, D.', 'Kim, S.', 'Yoon, S.', 'S, O.']",2022-02-16,pubmed,35164631,8862171,False,True,False,True,True,False,False
10.1101/2021.05.19.444882,The Structure of ChAdOx1/AZD-1222 Reveals Interactions with CAR and PF4 with Implications for Vaccine-induced Immune Thrombotic Thrombocytopenia,bioRxiv : the preprint server for biology,"['Baker, A.T.', 'Boyd, R.J.', 'Sarkar, D.', 'Vant, J.W.', 'Teijeira-Crespo, A.', 'Waraich, K.', 'Truong, C.D.', 'Bates, E.A.', 'Wilson, E.A.', 'Chan, C.K.', 'Lipka-Lloyd, M.', 'Fromme, P.', 'Nagalo, M.B.', 'Heurich, M.', 'Williams, D.', 'Chiu, P.-L.', 'Rizkallah, P.J.', 'Parker, A.L.', 'Singharoy, A.', 'Borad, M.J.']",2021-05-24,biorxiv,,,False,True,True,True,False,False,False
10.1101/2020.12.31.424987,Paired heavy and light chain signatures contribute to potent SARS-CoV-2 neutralization in public antibody responses.,bioRxiv : the preprint server for biology,"['Banach, B.B.', 'Cerutti, G.', 'Fahad, A.S.', 'Shen, C.', 'Souza, M.O.', 'Katsamba, P.S.', 'Tsybovsky, Y.', 'Wang, P.', 'Nair, M.S.', 'Huang, Y.', 'Urd, I.M.F.', 'Steiner, P.J.', 'Gonz, M.G.', 'Liu, L.', 'Acevedo, S.N.L.', 'Nazzari, A.', 'Wolfe, J.R.', 'Luo, Y.', 'Olia, A.S.', 'Teng, I.', 'Yu, J.', 'Zhou, T.', 'Reddem, E.R.', 'Bimela, J.', 'Pan, X.', 'Madan, B.', 'Laflin, A.D.', 'Nimrania, R.', 'Yuen, K.', 'Whitehead, T.A.', 'Ho, D.D.', 'Kwong, P.D.', 'Shapiro, L.', 'Kosky, B.J.D.']",2021-01-15,pubmed,33442681,7805438,True,True,True,True,True,False,False
10.1038/s41467-021-23074-3,Cross-reactive serum and memory B-cell responses to spike protein in SARS-CoV-2 and endemic coronavirus infection.,Nature communications,"['Song, G.', 'He, W.', 'Callaghan, S.', 'Anzanello, F.', 'Huang, D.', 'Ricketts, J.', 'Torres, J.L.', 'Beutler, N.', 'Peng, L.', 'Vargas, S.', 'Cassell, J.', 'Parren, M.', 'Yang, L.', 'Ignacio, C.', 'Smith, D.M.', 'Voss, J.E.', 'Nemazee, D.', 'Ward, A.B.', 'Rogers, T.', 'Burton, D.R.', 'Andrabi, R.']",2021-05-21,pubmed,34011939,8134462,True,True,True,True,True,False,False
10.1099/vir.0.043117-0,Differences in neutralizing antigenicity between laboratory and clinical isolates of HCoV-229E isolated in Japan in 2004-2008 depend on the S1 region sequence of the spike protein.,The Journal of general virology,"['Shirato, K.', 'Kawase, M.', 'Watanabe, O.', 'Hirokawa, C.', 'Matsuyama, S.', 'Nishimura, H.', 'Taguchi, F.']",2012-06-08,pubmed,22673931,,True,False,False,True,True,False,False
10.4049/jimmunol.2100606,SARS-CoV-2-Reactive Mucosal B Cells in the Upper Respiratory Tract of Uninfected Individuals.,"Journal of immunology (Baltimore, Md. : 1950)","['Liu, Y.', 'Budylowski, P.', 'Dong, S.', 'Li, Z.', 'Goroshko, S.', 'Leung, L.Y.T.', 'Grunebaum, E.', 'Campisi, P.', 'Propst, E.J.', 'Wolter, N.E.', 'Rini, J.M.', 'Zia, A.', 'Ostrowski, M.', 'Ehrhardt, G.R.A.']",2021-10-06,pubmed,34607939,,False,False,True,True,True,False,False
10.1172/JCI143466,What are protective antibody responses to pandemic SARS-CoV-2?,The Journal of clinical investigation,"['Henderson, J.P.']",2020-10-16,pubmed,33055417,7685743,False,True,False,True,True,False,False
10.1016/j.micinf.2020.09.004,Vaccines for COVID-19: perspectives from nucleic acid vaccines to BCG as delivery vector system.,Microbes and infection,"['Queiroz, N.M.G.P.', 'Marinho, F.V.', 'Chagas, M.A.', 'Leite, L.C.C.', 'Homan, E.J.', 'Magalh, M.T.Q.', 'Oliveira, S.C.']",2020-09-23,pubmed,32961274,7501874,False,True,False,True,True,False,False
10.1128/mBio.00281-21,COVID-19 Severity Is Associated with Differential Antibody Fc-Mediated Innate Immune Functions.,mBio,"['Adeniji, O.S.', 'Giron, L.B.', 'Purwar, M.', 'Zilberstein, N.F.', 'Kulkarni, A.J.', 'Shaikh, M.W.', 'Balk, R.A.', 'Moy, J.N.', 'Forsyth, C.B.', 'Liu, Q.', 'Dweep, H.', 'Kossenkov, A.', 'Weiner, D.B.', 'Keshavarzian, A.', 'Landay, A.', 'Abdel-Mohsen, M.']",2021-04-22,pubmed,33879594,8092230,False,True,False,True,True,False,False
10.1177/2055116920930582,Feline infectious peritonitis virus-associated rhinitis in a cat.,JFMS open reports,"['Andr, N.M.', 'Miller, A.D.', 'Whittaker, G.R.']",2020-07-09,pubmed,32637147,7313338,True,True,True,True,True,False,False
10.1016/j.compbiomed.2022.105226,SARS-CoV-2 Omicron spike glycoprotein receptor binding domain exhibits super-binder ability with ACE2 but not convalescent monoclonal antibody.,Computers in biology and medicine,"['Omotuyi, O.', 'Olubiyi, O.', 'Nash, O.', 'Afolabi, E.', 'Oyinloye, B.', 'Fatumo, S.', 'Femi-Oyewo, M.', 'Bogoro, S.']",2022-01-24,pubmed,35066447,8739363,False,True,False,True,True,False,False
10.1101/2020.04.23.056853,Mapping the Immunodominance Landscape of SARS-CoV-2 Spike Protein for the Design of Vaccines against COVID-19,bioRxiv : the preprint server for biology,"['Zhang, B.-z.', 'Hu, Y.-f.', 'Chen, L.-l.', 'Tong, Y.-g.', 'Hu, J.-c.', 'Cai, J.-p.', 'Chan, K.-H.', 'Dou, Y.', 'Deng, J.', 'Gong, H.-r.', 'Kuwentrai, C.', 'Li, W.', 'Wang, X.-l.', 'Chu, H.', 'Su, C.-h.', 'Hung, I.F.-N.', 'Yau, T.C.C.', 'To, K.K.-W.', 'Yuen, K.Y.', 'Huang, J.-D.']",2020-04-27,biorxiv,,,False,False,False,True,False,False,False
10.1155/2020/7201752,Protective Immunity against SARS Subunit Vaccine Candidates Based on Spike Protein: Lessons for Coronavirus Vaccine Development.,Journal of immunology research,"['Khalaj-Hedayati, A.']",2020-07-23,pubmed,32695833,7368938,False,True,False,True,True,False,False
10.1101/2021.05.13.21257129,"Immune Responses to COVID-19 mRNA Vaccines in Patients with Solid Tumors on Active, Immunosuppressive Cancer Therapy.",medRxiv : the preprint server for health sciences,"['Shroff, R.T.', 'Chalasani, P.', 'Wei, R.', 'Pennington, D.', 'Quirk, G.', 'Schoenle, M.V.', 'Peyton, K.L.', 'Uhrlaub, J.L.', 'Ripperger, T.J.', 'Jergovi, M.', 'Dalgai, S.', 'Wolf, A.', 'Whitmer, R.', 'Hammad, H.', 'Carrier, A.', 'Scott, A.J.', 'Nikolich, J.', 'Worobey, M.', 'Sprissler, R.', 'Dake, M.', 'Fleur, B.J.L.', 'Bhattacharya, D.']",2021-05-21,pubmed,34013289,8132263,False,True,False,True,True,False,False
10.1038/s41392-021-00858-z,USP10 regulates B cell response to SARS-CoV-2 or HIV-1 nanoparticle vaccines through deubiquitinating AID.,Signal transduction and targeted therapy,"['Luo, Y.', 'Zhang, X.', 'Chen, R.', 'Li, R.', 'Liu, Y.', 'Zhang, J.', 'Liu, Q.', 'Si, M.', 'Liu, J.', 'Wu, B.', 'Wang, X.', 'Wu, S.', 'Zhang, Y.', 'Zhang, X.', 'Guo, D.', 'He, X.', 'Pan, T.', 'Zhang, H.']",2022-01-06,pubmed,34983926,8724756,True,True,True,True,True,False,True
10.1101/2020.07.07.20148106,Novel SARS-CoV-2 specific antibody and neutralization assays reveal wide range of humoral immune response during COVID-19.,medRxiv : the preprint server for health sciences,"['Dogan, M.', 'Kozhaya, L.', 'Placek, L.', 'Gunter, C.L.', 'Yigit, M.', 'Hardy, R.', 'Plassmeyer, M.', 'Coatney, P.', 'Lillard, K.', 'Bukhari, Z.', 'Kleinberg, M.', 'Hayes, C.', 'Arditi, M.', 'Klapper, E.', 'Merin, N.', 'Liang, B.T.', 'Gupta, R.', 'Alpan, O.', 'Unutmaz, D.']",2020-07-18,pubmed,32676617,7359542,False,True,False,True,True,False,False
10.1074/jbc.C300520200,A 193-amino acid fragment of the SARS coronavirus S protein efficiently binds angiotensin-converting enzyme 2.,The Journal of biological chemistry,"['Wong, S.K.', 'Li, W.', 'Moore, M.J.', 'Choe, H.', 'Farzan, M.']",2003-12-13,pubmed,14670965,7982343,True,True,False,True,True,False,True
10.1093/infdis/jiaa508,Plasma From Recovered COVID-19 Patients Inhibits Spike Protein Binding to ACE2 in a Microsphere-Based Inhibition Assay.,The Journal of infectious diseases,"['Gniffke, E.P.', 'Harrington, W.E.', 'Dambrauskas, N.', 'Jiang, Y.', 'Trakhimets, O.', 'Vigdorovich, V.', 'Frenkel, L.', 'Sather, D.N.', 'Smith, S.E.P.']",2020-08-17,pubmed,32798222,7454725,True,True,False,True,True,False,True
